step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,errorBalanceOrig,errorBalanceDest,type_TRANSFER,Real_isFraud,Pred_LogisticRegression,Pred_RandomForest,Pred_IsolationForest,AnomalyScore_IF
13,97818.47,30612.0,0.0,3183785.79,3183512.04,-67206.47,98092.2200000002,False,0.0,0.0,0.0,0,-0.34828757404846505
11,53950.81,0.0,0.0,87278.95,141229.76,-53950.81,0.0,False,0.0,0.0,0.0,0,-0.36904219196302174
12,66508.55,49357.0,0.0,760326.43,1074786.17,-17151.550000000003,-247951.18999999983,False,0.0,0.0,0.0,0,-0.3665278849781513
14,917.96,31280.0,30362.04,1209172.16,1210090.12,0.0,-2.3283064365386963e-10,False,0.0,0.0,0.0,0,-0.329511199096517
9,349933.53,0.0,0.0,928245.97,1287118.91,-349933.53,-8939.409999999916,True,0.0,0.0,0.0,0,-0.29932901100210485
14,231626.15,20486.0,0.0,5223834.25,5455460.4,-211140.15,0.0,False,0.0,0.0,0.0,0,-0.3097505799077362
10,358476.5,1311.0,0.0,332652.08,1280965.96,-357165.5,-589837.3799999999,False,0.0,0.0,0.0,0,-0.3361895113536346
14,154460.75,475382.35,320921.6,0.0,584300.45,0.0,-429839.69999999995,True,0.0,0.0,0.0,0,-0.200970061308137
8,79296.11,0.0,0.0,8462039.68,11547845.68,-79296.11,-3006509.8900000006,False,0.0,0.0,0.0,0,-0.16534226817065223
11,168709.89,5834.0,0.0,480.0,155207.4,-162875.89,13982.49000000002,False,0.0,0.0,0.0,0,-0.36992980909182693
9,57781.29,11823.0,0.0,90619.43,148400.71,-45958.29,0.010000000009313226,False,0.0,1.0,0.0,0,-0.3613204842164466
13,500288.81,0.0,0.0,8224967.84,8725256.65,-500288.81,0.0,False,0.0,0.0,0.0,0,-0.24113822482857855
10,759876.04,0.0,0.0,5186110.22,6410178.1,-759876.04,-464191.83999999985,False,0.0,0.0,0.0,0,-0.22326628549898447
11,230778.93,260454.31,29675.37,120468.05,680968.44,0.010000000005675247,-329721.45999999996,False,0.0,1.0,0.0,0,-0.3319155276039423
7,185444.75,0.0,0.0,9650023.7,9637803.63,-185444.75,197664.81999999844,False,0.0,0.0,0.0,0,-0.2218656262471505
13,417246.53,0.0,0.0,598249.92,1302523.71,-417246.53,-287027.2599999999,False,0.0,0.0,0.0,0,-0.34428446731988704
12,387121.41,0.0,0.0,1249972.98,1984689.03,-387121.41,-347594.64000000013,False,0.0,0.0,0.0,0,-0.347578478290401
7,576234.57,121261.0,0.0,11406.0,0.0,-454973.56999999995,587640.57,True,0.0,1.0,0.0,0,-0.216114328877547
10,635112.14,31109.0,0.0,0.0,635112.14,-604003.14,0.0,True,0.0,0.0,0.0,0,-0.29333803612862813
10,137244.66,670722.0,533477.34,7620317.5,7757562.16,0.0,0.0,False,0.0,0.0,0.0,0,-0.16300656489966125
8,149463.59,0.0,0.0,861073.77,910277.22,-149463.59,100260.14000000001,False,0.0,0.0,0.0,0,-0.3479756747971651
13,108551.41,0.0,0.0,126445.62,234997.03,-108551.41,0.0,False,0.0,0.0,0.0,0,-0.37216732411189163
13,1401533.78,21161.0,0.0,0.0,1401533.78,-1380372.78,0.0,True,0.0,0.0,0.0,0,-0.2249098865305273
10,44096.22,273712.85,229616.63,662326.17,706422.39,-2.9103830456733704e-11,0.0,False,0.0,0.0,0.0,0,-0.30259336078083526
12,92118.65,337762.41,245643.75,821715.7,2333195.68,0.009999999980209395,-1419361.33,False,0.0,0.0,0.0,0,-0.24524974327519206
9,1707082.38,0.0,0.0,227406.34,2344752.5,-1707082.38,-410263.78,True,0.0,0.0,0.0,0,-0.20158173487929865
12,499309.06,329.0,0.0,1571073.89,1695371.9,-498980.06,375011.05000000005,False,0.0,0.0,0.0,0,-0.32903181719349517
13,309830.36,15974.0,0.0,164788.35,197419.67,-293856.36,277199.0399999999,False,0.0,0.0,0.0,0,-0.35419661411802217
12,16464.2,30.0,0.0,23948.0,0.0,-16434.2,40412.2,False,0.0,0.0,0.0,0,-0.3594071140441164
8,128961.17,0.0,0.0,1186490.48,1315451.65,-128961.17,0.0,False,0.0,0.0,0.0,0,-0.3443617341380987
12,8266.29,0.0,0.0,146719.79,154986.08,-8266.29,2.9103830456733704e-11,True,0.0,1.0,0.0,0,-0.3105771665859722
10,1562168.27,7035.0,0.0,598973.41,2161141.68,-1555133.27,0.0,True,0.0,0.0,0.0,0,-0.23202104482627994
14,624834.67,182.0,0.0,0.0,624834.67,-624652.67,0.0,True,0.0,0.0,0.0,0,-0.2830889076698939
9,301607.01,53680.0,0.0,0.0,86172.0,-247927.01,215435.01,False,0.0,0.0,0.0,0,-0.344125438542874
14,144016.38,158362.0,14345.62,0.0,144016.38,-5.4569682106375694e-12,0.0,False,0.0,0.0,0.0,0,-0.33277220300898747
10,57630.39,0.0,0.0,316646.55,374276.94,-57630.39,0.0,False,0.0,0.0,0.0,0,-0.37040928312168897
10,425927.42,70582.42,0.0,153313.64,778222.87,-355345.0,-198981.80999999994,False,0.0,0.0,0.0,0,-0.33652880080715736
14,359917.73,0.0,0.0,4083041.95,4762878.06,-359917.73,-319918.3799999999,False,0.0,0.0,0.0,0,-0.2989256647337521
8,295063.96,43315.12,0.0,557539.95,631745.85,-251748.84000000003,220858.05999999994,False,0.0,0.0,0.0,0,-0.33823502667916633
10,171903.29,0.0,0.0,377447.0,549350.29,-171903.29,0.0,False,0.0,0.0,0.0,0,-0.36992150454290323
14,313829.16,0.0,0.0,3245528.35,3559357.51,-313829.16,4.656612873077393e-10,False,0.0,0.0,0.0,0,-0.3264130150619234
13,1714213.63,99482.0,0.0,2130432.21,4124582.99,-1614731.63,-279937.1500000004,True,0.0,0.0,0.0,0,-0.18076719829575139
14,189140.72,71703.0,0.0,144109.13,0.0,-117437.72,333249.85,False,0.0,0.0,0.0,0,-0.3375167889897005
11,825434.8,92589.0,0.0,0.0,825434.8,-732845.8,0.0,True,0.0,0.0,0.0,0,-0.2512627374234054
6,86821.76,0.0,0.0,100540.36,71835.64,-86821.76,115526.48,False,0.0,1.0,0.0,0,-0.3140143119800549
9,361910.41,25329.0,0.0,670057.23,1686931.83,-336581.41,-654964.1900000002,True,0.0,0.0,0.0,0,-0.2836985361797344
12,77025.07,0.0,0.0,1512993.82,1949272.57,-77025.07,-359253.67999999993,False,0.0,0.0,0.0,0,-0.36407743936830506
11,108849.46,0.0,0.0,4795130.71,4834751.79,-108849.46,69228.37999999989,False,0.0,0.0,0.0,0,-0.3364083889254765
14,571586.19,0.0,0.0,1611295.57,2182881.75,-571586.19,0.009999999776482582,True,0.0,0.0,0.0,0,-0.28370803141893586
11,310130.26,0.0,0.0,810518.69,2606415.53,-310130.26,-1485766.5799999998,False,0.0,0.0,0.0,0,-0.3238193764290488
12,1089759.25,0.0,0.0,1216234.34,2805775.31,-1089759.25,-499781.7200000002,True,0.0,0.0,0.0,0,-0.2565656900907995
14,315912.68,21811.95,0.0,185125.92,501038.6,-294100.73,0.0,False,0.0,0.0,0.0,0,-0.35621905611826077
10,118099.08,0.0,0.0,307049.07,53390.66,-118099.08,371757.49,False,0.0,0.0,0.0,0,-0.35989739465714965
12,2115.24,652.0,0.0,125614.0,127729.24,-1463.2399999999998,0.0,False,0.0,0.0,0.0,0,-0.35550115135265514
14,71216.64,9503.0,0.0,215.0,894761.83,-61713.64,-823330.19,False,0.0,0.0,0.0,0,-0.34311926829080264
7,366045.61,10477.0,0.0,0.0,636296.03,-355568.61,-270250.42000000004,False,0.0,0.0,0.0,0,-0.3170613035199392
14,306022.42,4508.0,0.0,521979.42,1265422.46,-301514.42,-437420.62,False,0.0,0.0,0.0,0,-0.34672880622566665
10,82530.99,946424.47,863893.48,107564.34,0.0,0.0,190095.33000000002,False,0.0,0.0,0.0,0,-0.18203874257947905
13,20670.11,0.0,0.0,80016.0,0.0,-20670.11,100686.11,False,0.0,0.0,0.0,0,-0.3564466658086055
13,52019.45,11364.0,0.0,62.0,52081.45,-40655.45,0.0,False,0.0,0.0,0.0,0,-0.36463023259142413
10,51121.97,69668.46,18546.49,6123210.97,6174332.94,3.637978807091713e-12,-9.313225746154785e-10,False,0.0,0.0,0.0,0,-0.2867256603319408
13,121206.36,0.0,0.0,3768352.41,3889558.77,-121206.36,0.0,False,0.0,0.0,0.0,0,-0.3449256278632203
11,30716.13,0.0,0.0,2262867.5,2196159.7,-30716.13,97423.9299999997,False,0.0,0.0,0.0,0,-0.35491343928994257
14,244962.47,113042.0,0.0,2633665.0,3081551.39,-131920.47,-202923.91999999993,False,0.0,0.0,0.0,0,-0.31857047307845937
13,414143.18,69629.0,0.0,2261690.16,2156063.36,-344514.18,519769.98000000045,False,0.0,0.0,0.0,0,-0.3147438463225372
10,276473.62,0.0,0.0,18581081.63,18908293.83,-276473.62,-50738.57999999821,False,0.0,0.0,0.0,0,-0.14078959746000608
12,14144.25,4692.0,0.0,0.0,14144.25,-9452.25,0.0,False,0.0,0.0,0.0,0,-0.36041740851748794
14,135010.97,0.0,0.0,1886483.4,2021494.36,-135010.97,0.009999999776482582,False,0.0,0.0,0.0,0,-0.35639905988767945
8,122118.19,25625.0,0.0,523787.13,428409.32,-96493.19,217496.00000000006,False,0.0,1.0,0.0,0,-0.3477832516251821
12,2341060.74,174461.98,0.0,2347492.88,4821350.72,-2166598.7600000002,-132797.09999999963,True,0.0,0.0,0.0,0,-0.13257701410677047
14,141588.35,132223.0,0.0,0.0,141588.35,-9365.350000000006,0.0,False,0.0,0.0,0.0,0,-0.3434937954242142
12,689785.72,1780040.17,1090254.45,732110.96,1623513.67,0.0,-201616.99,True,0.0,0.0,0.0,0,-0.08181240918982302
11,257648.83,0.0,0.0,862628.21,1289159.58,-257648.83,-168882.54000000004,False,0.0,0.0,0.0,0,-0.36787731178847216
13,470716.32,191702.0,0.0,0.0,379042.76,-279014.32,91673.56,False,0.0,0.0,0.0,0,-0.3282930880449779
13,353445.88,102963.0,0.0,0.0,353445.88,-250482.88,0.0,False,0.0,0.0,0.0,0,-0.34844569992888874
12,55292.5,147076.0,91783.5,181893.74,110651.4,0.0,126534.84,False,0.0,0.0,0.0,0,-0.32619426279780483
13,330757.12,0.0,0.0,1617708.77,1948465.9,-330757.12,-0.009999999776482582,True,0.0,0.0,0.0,0,-0.3055338536640398
11,265097.9,0.0,0.0,1291804.85,1700081.58,-265097.9,-143178.83000000007,False,0.0,0.0,0.0,0,-0.3679659024441744
10,145495.41,0.0,0.0,296669.86,442165.27,-145495.41,0.0,False,0.0,0.0,0.0,0,-0.3746174311436083
14,118240.37,0.0,0.0,166461.75,284702.12,-118240.37,0.0,False,0.0,0.0,0.0,0,-0.3647819051433712
13,171589.93,0.0,0.0,7239423.31,7411013.24,-171589.93,-9.313225746154785e-10,False,0.0,0.0,0.0,0,-0.29411611207919497
8,114628.03,0.0,0.0,10750666.76,13803333.72,-114628.03,-2938038.9300000016,True,0.0,0.0,0.0,0,-0.06891771473698449
14,30474.78,0.0,0.0,1456063.5,3156044.53,-30474.78,-1669506.2499999998,True,0.0,0.0,0.0,0,-0.23283951223727561
13,435542.51,0.0,0.0,968168.91,1403711.41,-435542.51,0.010000000009313226,False,0.0,0.0,0.0,0,-0.3474175001991974
13,245497.77,0.0,0.0,470941.74,716439.51,-245497.77,0.0,False,0.0,0.0,0.0,0,-0.3694745722676463
14,146435.69,11060.0,0.0,0.0,255866.95,-135375.69,-109431.26000000001,False,0.0,0.0,0.0,0,-0.36407287525198184
14,187533.11,0.0,0.0,1303427.47,1490960.58,-187533.11,0.0,False,0.0,0.0,0.0,0,-0.35505760230433736
9,161651.73,0.0,0.0,645463.12,67682.78,-161651.73,739432.07,False,0.0,0.0,0.0,0,-0.3323731232924071
13,143087.56,0.0,0.0,268940.74,120214.61,-143087.56,291813.69,True,0.0,0.0,0.0,0,-0.30096725531815566
12,426456.02,2303000.85,1876544.83,217.0,457211.87,0.0,-30538.849999999977,False,0.0,0.0,0.0,0,-0.08508277590006519
14,51571.5,0.0,0.0,441198.25,492769.75,-51571.5,0.0,False,0.0,0.0,0.0,0,-0.36509763443160986
9,52881.99,0.0,0.0,525036.0,720230.52,-52881.99,-142312.53000000003,False,0.0,0.0,0.0,0,-0.3626972736148572
11,6632.87,0.0,0.0,1799483.24,1821868.03,-6632.87,-15751.919999999925,False,0.0,0.0,0.0,0,-0.35301281257858896
7,101143.04,70145.0,0.0,49588.17,0.0,-30998.039999999994,150731.21,True,0.0,1.0,0.0,0,-0.25494442386226207
8,230253.27,0.0,0.0,1179318.59,1371546.23,-230253.27,38025.63000000012,False,0.0,0.0,0.0,0,-0.3423164188648998
11,147785.53,0.0,0.0,984247.97,1404886.66,-147785.53,-272853.1599999999,False,0.0,0.0,0.0,0,-0.3708645171174828
14,144768.06,91338.8,0.0,649502.87,794270.92,-53429.259999999995,0.009999999892897904,False,0.0,0.0,0.0,0,-0.35202580982298814
14,228386.46,0.0,0.0,4184144.92,4937940.89,-228386.46,-525409.5099999998,False,0.0,0.0,0.0,0,-0.3113860184388988
12,849428.87,1106103.89,256675.02,9511480.76,10018075.38,-8.731149137020111e-11,342834.24999999814,True,0.0,0.0,0.0,0,-0.0614983508267104
9,405862.32,102980.0,0.0,2070969.6,2476831.92,-302882.32,0.0,False,0.0,0.0,0.0,0,-0.3239297811305707
10,249827.0,0.0,0.0,4102202.56,4352029.56,-249827.0,9.313225746154785e-10,False,0.0,0.0,0.0,0,-0.3352219627506687
13,58145.36,0.0,0.0,2637667.25,3172323.27,-58145.36,-476510.66000000015,False,0.0,0.0,0.0,0,-0.34552334206948826
9,380538.63,0.0,0.0,728877.7,1424063.03,-380538.63,-314646.69999999995,True,0.0,0.0,0.0,0,-0.2967425126316959
12,405691.11,19879.0,0.0,115376.0,760443.74,-385812.11,-239376.63,True,0.0,0.0,0.0,0,-0.30729730905501235
11,303598.21,25911.0,0.0,1022305.62,1591119.39,-277687.21,-265215.5599999998,False,0.0,0.0,0.0,0,-0.3635665240813691
14,503728.51,151188.0,0.0,4316772.54,4837130.16,-352540.51,-16629.110000000335,True,0.0,0.0,0.0,0,-0.22320659406211368
10,428026.3,0.0,0.0,522796.04,950822.34,-428026.3,0.0,True,0.0,0.0,0.0,0,-0.31078079131040437
11,17613.11,3210.0,0.0,42954.0,2169574.43,-14403.11,-2109007.3200000003,False,0.0,0.0,0.0,0,-0.308420093397751
14,16272.26,0.0,0.0,2416945.86,2560462.6,-16272.26,-127244.48000000045,False,0.0,0.0,0.0,0,-0.33701071582061753
9,397022.38,0.0,0.0,426247.6,823269.98,-397022.38,0.0,False,0.0,0.0,0.0,0,-0.3410746564649618
11,376003.3,20054.0,0.0,2473903.18,2609437.96,-355949.3,240468.52000000002,False,0.0,0.0,0.0,0,-0.3432886200180302
9,99957.45,0.0,0.0,471547.54,781397.87,-99957.45,-209892.88,False,0.0,0.0,0.0,0,-0.3655172854512425
9,1262560.58,0.0,0.0,2034423.52,2916085.91,-1262560.58,380898.18999999994,True,0.0,0.0,0.0,0,-0.21879667850487006
14,872887.03,169494.34,0.0,2293809.48,2865714.81,-703392.6900000001,300981.6999999997,True,0.0,0.0,0.0,0,-0.2019641179110917
9,119229.51,0.0,0.0,60955.0,346600.13,-119229.51,-166415.62,False,0.0,0.0,0.0,0,-0.3641574767971738
8,68757.83,409139.06,340381.23,91088.65,100080.61,0.0,59765.86999999998,False,0.0,0.0,0.0,0,-0.2552348279189724
9,217344.65,0.0,0.0,369022.09,636844.72,-217344.65,-50477.97999999998,False,0.0,0.0,0.0,0,-0.36351517683278917
10,1654031.81,0.0,0.0,2993240.39,7009717.74,-1654031.81,-2362445.54,True,0.0,0.0,0.0,0,-0.14856796935609473
14,20075.58,213824.4,193748.82,3207375.76,3334292.2,0.0,-106840.86000000034,False,0.0,0.0,0.0,0,-0.25574668051674904
13,300370.8,23289.56,0.0,1331708.54,1683097.8,-277081.24,-51018.45999999996,False,0.0,0.0,0.0,0,-0.36370129549955965
14,265250.01,2123.64,0.0,292066.89,763669.99,-263126.37,-206353.08999999997,False,0.0,0.0,0.0,0,-0.35577772158396415
13,326967.55,11814.0,0.0,276.79,327244.33,-315153.55,0.009999999951105565,False,0.0,0.0,0.0,0,-0.35740937293552216
14,35653.17,0.0,0.0,2861154.67,2896807.84,-35653.17,0.0,True,0.0,0.0,0.0,0,-0.2682033605749068
13,93320.33,0.0,0.0,869122.15,977576.12,-93320.33,-15133.640000000014,False,0.0,0.0,0.0,0,-0.37139466038027596
10,150126.23,0.0,0.0,331988.0,0.0,-150126.23,482114.23,False,0.0,0.0,0.0,0,-0.35650867490291316
12,264276.59,0.0,0.0,1077978.02,1342254.61,-264276.59,0.0,False,0.0,0.0,0.0,0,-0.36806430778403304
13,184577.51,0.0,0.0,4600575.31,5180286.31,-184577.51,-395133.4900000002,False,0.0,0.0,0.0,0,-0.32694402320374877
12,247919.25,0.0,0.0,1040399.34,1949079.82,-247919.25,-660761.2300000002,False,0.0,0.0,0.0,0,-0.3582935242346855
9,246490.67,0.0,0.0,324650.36,571141.02,-246490.67,0.010000000009313226,False,0.0,0.0,0.0,0,-0.3653911870747648
9,2910856.68,5759.0,0.0,10772.0,2921628.68,-2905097.68,0.0,True,0.0,0.0,0.0,0,-0.11673882213376607
11,175473.17,22830.0,0.0,340870.95,516344.12,-152643.17,0.0,False,0.0,0.0,0.0,0,-0.3757340290480432
13,381062.73,447826.17,66763.44,54969.42,500207.92,0.0,-64175.77000000002,False,0.0,0.0,0.0,0,-0.29325589609543196
12,53768.02,56836.08,3068.06,156261.13,44054.06,5.002220859751105e-12,165975.09,False,0.0,0.0,0.0,0,-0.3589094308296913
14,40611.77,0.0,0.0,24436158.5,24572532.95,-40611.77,-95762.6799999997,False,0.0,0.0,0.0,0,-0.10926191238719996
12,536814.78,20761.0,0.0,427124.88,963939.65,-516053.78,0.010000000009313226,False,0.0,0.0,0.0,0,-0.3339737685556749
12,585347.6,0.0,0.0,2491336.7,2798141.44,-585347.6,278542.86000000034,True,0.0,0.0,0.0,0,-0.281149269604177
13,33987.84,0.0,0.0,4438283.84,5447496.28,-33987.84,-975224.6000000006,False,0.0,0.0,0.0,0,-0.30672239900419207
13,202803.45,46813.72,0.0,429939.75,632743.2,-155989.73,0.0,False,0.0,0.0,0.0,0,-0.369959777931752
12,48778.74,0.0,0.0,582525.53,631304.27,-48778.74,0.0,False,0.0,0.0,0.0,0,-0.37384717944990137
8,245631.96,0.0,0.0,1000682.81,2076683.64,-245631.96,-830368.8699999999,False,0.0,0.0,0.0,0,-0.3234579747994596
14,183047.29,9463.0,0.0,418752.4,1834212.55,-173584.29,-1232412.8599999999,False,0.0,0.0,0.0,0,-0.325676731587151
14,86535.41,14424.0,0.0,284259.01,7221.23,-72111.41,363573.19000000006,False,0.0,0.0,0.0,0,-0.3478304937935903
13,123947.42,0.0,0.0,202333.0,326280.42,-123947.42,0.0,False,0.0,0.0,0.0,0,-0.3734445914295822
11,151232.97,31000.0,0.0,4640353.79,4791586.77,-120232.97,-0.009999999776482582,False,0.0,0.0,0.0,0,-0.33751198379599295
12,208497.34,0.0,0.0,8182491.29,8390988.63,-208497.34,0.0,False,0.0,0.0,0.0,0,-0.2885539544687845
9,252753.45,62016.0,0.0,1739135.27,4248078.96,-190737.45,-2256190.24,False,0.0,0.0,0.0,0,-0.26732105356422414
11,63752.68,0.0,0.0,87817.79,151570.48,-63752.68,-0.010000000009313226,False,0.0,0.0,0.0,0,-0.3687085404465743
12,56648.41,0.0,0.0,331783.95,388432.36,-56648.41,0.0,False,0.0,0.0,0.0,0,-0.3739985933735082
8,231110.97,14490.0,0.0,1069518.81,2327534.97,-216620.97,-1026905.1900000002,False,0.0,0.0,0.0,0,-0.310687200533825
10,215434.67,0.0,0.0,338455.91,553890.59,-215434.67,-0.010000000009313226,False,0.0,0.0,0.0,0,-0.36959737533123044
9,113778.96,0.0,0.0,3131524.82,2689772.31,-113778.96,555531.4699999997,False,0.0,0.0,0.0,0,-0.3182280238010182
11,236208.44,0.0,0.0,346179.96,582388.4,-236208.44,0.0,False,0.0,0.0,0.0,0,-0.37158586099415497
13,93216.45,22643.0,0.0,0.0,93216.45,-70573.45,0.0,False,0.0,0.0,0.0,0,-0.36901403244673137
10,52118.36,2489.0,0.0,334632.2,422948.65,-49629.36,-36198.090000000026,False,0.0,0.0,0.0,0,-0.37275986034506725
14,98555.91,102732.0,4176.09,0.0,98555.91,-3.637978807091713e-12,0.0,False,0.0,0.0,0.0,0,-0.34306370304639655
8,116737.85,0.0,0.0,1509928.54,1238942.28,-116737.85,387724.1100000001,False,0.0,0.0,0.0,0,-0.33228954087195306
12,480597.71,10257.0,0.0,570479.15,1327079.42,-470340.71,-276002.5599999998,False,0.0,0.0,0.0,0,-0.33947097806447757
9,145739.68,0.0,0.0,158363.4,173647.43,-145739.68,130455.64999999997,False,0.0,0.0,0.0,0,-0.36536434863603473
11,24903.47,0.0,0.0,1188001.32,1212904.79,-24903.47,0.0,False,0.0,0.0,0.0,0,-0.3593574914742517
9,344352.05,10997.0,0.0,0.0,344352.05,-333355.05,0.0,False,0.0,0.0,0.0,0,-0.3479302305832789
12,838806.7,45489.0,0.0,330.0,267070.49,-793317.7,572066.21,True,0.0,0.0,0.0,0,-0.23893655887583254
10,569695.2,97213.0,0.0,188378.7,776008.6,-472482.19999999995,-17934.70000000007,True,0.0,0.0,0.0,0,-0.27870504931219114
8,27540.67,0.0,0.0,1035218.0,1062758.67,-27540.67,0.0,True,0.0,1.0,0.0,0,-0.2832546234736449
10,177605.39,7634.15,0.0,244702.79,422308.17,-169971.24000000002,0.010000000067520887,True,0.0,1.0,0.0,0,-0.3178737425688742
13,204608.72,0.0,0.0,12265373.63,12976866.87,-204608.72,-506884.5199999977,False,0.0,0.0,0.0,0,-0.18724804796678274
13,262876.86,50127.0,0.0,1363852.6,1689485.97,-212749.86,-62756.51000000001,False,0.0,0.0,0.0,0,-0.3611985267134707
14,119795.18,0.0,0.0,121990.34,241785.52,-119795.18,0.0,False,0.0,0.0,0.0,0,-0.365308371567305
11,241369.93,0.0,0.0,2345509.23,2586879.16,-241369.93,0.0,False,0.0,0.0,0.0,0,-0.36094585732671003
13,358706.74,42852.02,0.0,190537.21,549243.95,-315854.72,0.0,False,0.0,0.0,0.0,0,-0.3510790983317681
11,290431.8,9987.0,0.0,2445032.32,3231822.04,-280444.8,-496357.9200000004,False,0.0,0.0,0.0,0,-0.34719001146164963
9,81458.95,2162.0,0.0,21115.0,57428.61,-79296.95,45145.34,False,0.0,0.0,0.0,0,-0.3622472459322779
13,184386.65,0.0,0.0,502955.89,330089.3,-184386.65,357253.24000000005,True,0.0,0.0,0.0,0,-0.30357493295397436
11,610208.63,0.0,0.0,2763843.89,3358529.59,-610208.63,15522.930000000168,False,0.0,0.0,0.0,0,-0.31523659113795394
12,57990.76,0.0,0.0,135496.2,140111.2,-57990.76,53375.76000000001,False,0.0,0.0,0.0,0,-0.36865565440750014
14,210145.5,70198.0,0.0,203433.61,413579.12,-139947.5,-0.010000000009313226,False,0.0,0.0,0.0,0,-0.35986011725371847
10,236231.55,16384.0,0.0,0.0,52477.65,-219847.55,183753.9,False,0.0,0.0,0.0,0,-0.3597487136182612
13,249641.14,32873.0,0.0,1873235.52,2122876.66,-216768.14,0.0,False,0.0,0.0,0.0,0,-0.3584096084115311
8,26029.14,0.0,0.0,192667.59,922482.19,-26029.14,-703785.46,False,0.0,1.0,0.0,0,-0.32975442169012237
14,59343.3,0.0,0.0,301825.18,361168.48,-59343.3,0.0,False,0.0,0.0,0.0,0,-0.36287896631485606
12,3329139.13,15957.0,0.0,30394.0,5515863.07,-3313182.13,-2156329.9400000004,True,0.0,0.0,0.0,0,-0.06952941656266853
12,125482.72,0.0,0.0,378246.67,503729.39,-125482.72,0.0,False,0.0,0.0,0.0,0,-0.3780867638959926
10,14715.9,0.0,0.0,266763.47,281479.37,-14715.9,0.0,False,0.0,0.0,0.0,0,-0.36151257253093333
10,137835.9,119733.0,0.0,0.0,137835.9,-18102.899999999994,0.0,False,0.0,1.0,0.0,0,-0.3520473358263899
13,356498.27,18986.0,0.0,2901559.11,3258057.38,-337512.27,0.0,False,0.0,0.0,0.0,0,-0.329215833536348
9,277595.4,282069.31,4473.91,291134.32,568729.72,-2.546585164964199e-11,0.0,False,0.0,1.0,0.0,0,-0.32503555534047096
9,129442.94,0.0,0.0,200933.99,82143.44,-129442.94,248233.49,False,0.0,0.0,0.0,0,-0.35999158436952217
11,855479.28,208990.74,0.0,1164395.95,2019875.23,-646488.54,0.0,True,0.0,0.0,0.0,0,-0.23024162447450913
11,2855713.96,157288.0,0.0,69589.09,2925303.05,-2698425.96,0.0,True,0.0,0.0,0.0,0,-0.1072437558821907
8,629390.83,0.0,0.0,1625440.24,4310701.91,-629390.83,-2055870.8400000003,True,0.0,0.0,0.0,0,-0.2082357599367568
12,54203.58,0.0,0.0,72242.04,234997.03,-54203.58,-108551.41,False,0.0,0.0,0.0,0,-0.3704055183468835
9,202772.38,526035.0,323262.62,49859.0,202871.35,0.0,49760.03,False,0.0,0.0,0.0,0,-0.2694923701265488
11,70253.45,0.0,0.0,1752457.02,2777678.11,-70253.45,-954967.6399999999,False,0.0,0.0,0.0,0,-0.34133184843438324
14,85423.29,0.0,0.0,103211.25,188634.54,-85423.29,-2.9103830456733704e-11,False,0.0,0.0,0.0,0,-0.36271846828949184
11,247728.15,2462.0,0.0,403862.85,686232.21,-245266.15,-34641.20999999996,False,0.0,0.0,0.0,0,-0.37111505205876355
12,471181.11,1739.0,0.0,0.0,490953.43,-469442.11,-19772.320000000007,False,0.0,0.0,0.0,0,-0.3461583520455777
12,247748.22,517673.94,269925.72,909097.47,1214674.13,0.0,-57828.439999999944,False,0.0,0.0,0.0,0,-0.27406225374140025
9,281440.85,327752.12,46311.26,644781.4,1754114.19,0.010000000016589183,-827891.94,False,0.0,1.0,0.0,0,-0.28834769441155955
14,1139119.64,51085.31,0.0,1237376.13,2755518.42,-1088034.3299999998,-379022.6500000004,True,0.0,0.0,0.0,0,-0.21796284713623548
10,51957.28,263297.88,211340.6,11558431.75,11605623.69,0.0,4765.339999999851,False,0.0,0.0,0.0,0,-0.14543705428226528
10,190299.02,582308.97,392009.95,4010201.5,4200500.52,-5.820766091346741e-11,0.0,False,0.0,0.0,0.0,0,-0.2238725708942257
14,264646.65,20813.0,0.0,0.0,303566.04,-243833.65000000002,-38919.389999999956,True,0.0,0.0,0.0,0,-0.296581347816156
12,85147.49,0.0,0.0,13398308.93,13483456.42,-85147.49,0.0,True,0.0,0.0,0.0,0,-0.14058527065091586
9,272950.61,309351.57,36400.96,316240.64,856800.3,2.1827872842550278e-11,-267609.05000000005,False,0.0,1.0,0.0,0,-0.3140577936997549
12,359935.1,10460.0,0.0,356621.8,1086637.98,-349475.1,-370081.0800000001,False,0.0,0.0,0.0,0,-0.34658332637188743
11,138112.76,0.0,0.0,212437.0,672195.23,-138112.76,-321645.47,False,0.0,0.0,0.0,0,-0.37267901715504326
8,29629.34,0.0,0.0,44472.4,39850.96,-29629.34,34250.780000000006,False,0.0,1.0,0.0,0,-0.3407963983935306
12,352553.31,0.0,0.0,3662626.18,3931671.66,-352553.31,83507.83000000007,False,0.0,0.0,0.0,0,-0.33394960669903495
10,57401.56,0.0,0.0,3883032.92,4365363.07,-57401.56,-424928.5900000003,True,0.0,0.0,0.0,0,-0.26901001392449164
13,166921.2,194072.57,27151.37,0.0,166921.2,-3.637978807091713e-12,0.0,False,0.0,0.0,0.0,0,-0.3356912220539127
11,169558.05,734357.78,564799.73,2947863.01,3633380.71,0.0,-515959.6500000004,False,0.0,0.0,0.0,0,-0.21405428939366866
